Employee_ID,Subfield,Entry_Year,Exit_Year,Status,Exit_Reason,Min_Package_LPA,Avg_Package_LPA,Max_Package_LPA,Experience_Years,City,Education_Level,Work_Mode
EMP01377,BUSINESS ANALYSIS,01/19,01/21,exited,Company Restructuring,5.29,8.29,21.64,5.0,Delhi,PhD,Hybrid
EMP00071,,2018,,,,9.94,,29.27,,,,
EMP00052,  QA & Testing  ,2022,,Yes,,6.48,11.05,30.31,2.0,PUNE,Bachelor's,Onsite
EMP01197,DATA SCIENCE,2015,,Working,,4.33,5.81,14.37,9.0,Chennai,Bachelor's,Remote
EMP02163,DevOps,2015,01/18,exited,Higher Studies,6.83,10.3,17.91,9.0,Chennai,Master's,Onsite
EMP00589,  DevOps  ,2015,,Y,,9.91,14.62,32.11,10.0,NOIDA,Master's,Remote
EMP00007,Cybersecurity,2021,2023-01-01,0,HEALTH REASONS,6.73,9.8,21.51,3.0,Pune,Master's,Onsite
EMP00670,business analysis,2017,2019,N,Higher_Studies,1.58,2.63,4.54,7.0,NOIDA,Bachelor's,Hybrid
EMP00196,NETWORKING,2017,,Active,,9.88,16.86,43.68,7.0,Chennai,Diploma,WFH
EMP01308,Cloud_Computing,2016-01-01,,Active,,5.7,8.6,17.46,8.0,MUMBAI,Bachelor's,Remote
EMP00925,Business_Analysis,2020,,Working,,4.17,6.58,19.36,4.0,Hyderabad,Bachelor's,REMOTE
EMP01746,CYBERSECURITY,2017,2018,Resigned,  Work-Life Balance  ,5.35,7.68,17.16,7.0,NOIDA,Master's,Onsite
EMP02031,Database Administration,2015,,Yes,,5.09,8.98,26.18,9.0,BANGALORE,Bachelor's,Remote
EMP01529,UI/UX Design,2018,,ACTIVE,,7.0,0.46950000000000003,18.66,6.0,  Bangalore  ,Master's,Onsite
EMP00322,DevOps,2016,,Working,,6.45,9.19,17.4,8.0,  Noida  ,PhD,Onsite
EMP01848,,2022,,,,4.12,,18.77,,,,
EMP00715,  Cloud Computing  ,2021-01-01,,active,,8.06,12.34,21.06,3.0,Bangalore,Master's,Remote
EMP01930,networking,2022,,Y,,5.51,7.62,21.38,2.0,Hyderabad,Bachelor's,Remote
EMP01819,Networking,2018.0,,1,,3.24,5.39,13.71,6.0,  Chennai  ,bachelor's,Onsite
EMP00492,Networking,01/16,,ACTIVE,,7.27,11.36,23.1,8.0,PUNE,Master's,WFH
EMP01277,,2016-01-01,2017-01-01,,Work-Life Balance,7.8,,22.38,,,,
EMP02057,  Cybersecurity  ,2019-01-01,,Working,,6.49,9.62,27.98,5.0,MUMBAI,Bachelor's,Hybrid
EMP02056,qa & testing,2023,,active,,7.45,212.39999999999998,28.68,1.0,  Hyderabad  ,PhD,Hybrid
EMP00351,AI/ML ENGINEERING,2023-01-01,,ACTIVE,,13.36,20.95,46.44,1.0,Noida,Bachelor's,Remote
EMP00816,DATA SCIENCE,2020,,Yes,,4.38,6.49,11.77,5.0,Hyderabad,Master's,Remote
EMP00216,Software Development,2017,,Working,,4.03,6.31,16.95,7.0,Hyderabad,MASTER'S,Onsite
EMP00571,UI/UX Design,2024,2024,Exited,Health Reasons,5.86,9.36,24.57,0.0,PUNE,,Onsite
EMP00666,AI/ML_Engineering,2021,,active,,2.63,4.67,12.81,4.0,Pune,Bachelor's,Onsite
EMP01903,Database Administration,01/16,,ACTIVE,,4.06,7.17,18.69,8.0,Mumbai,Master's,Hybrid
EMP01039,Database Administration,2020.0,,Y,,8.71,12.6,21.93,4.0,Pune,,Hybrid
EMP01707,  IT Support & Helpdesk  ,2020-01-01,,Active,,5.44,8.99,22.99,5.0,Chennai,Bachelor's,Remote
EMP01012,  Data Science  ,01/23,01/24,EXITED,  Higher Salary Elsewhere  ,7.36,9.95,18.71,1.0,Pune,bachelor's,Hybrid
EMP01136,Software Development,2019,2020-01-01,Resigned,Company Restructuring,7.63,11.13,20.68,5.0,Pune,PhD,Hybrid
EMP01975,QA & Testing,01/23,2024-01-01,Left,Health Reasons,14.35,19.83,43.3,2.0,NOIDA,Master's,Onsite
EMP00661,IT Support & Helpdesk,2023,,1,,3.89,5.86,17.04,1.0,hyderabad,Bachelor's,Remote
EMP00530,IT SUPPORT & HELPDESK,2022-01-01,2023,No,Health Reasons,5.95,10.7,18.38,2.0,Bangalore,Bachelor's,Hybrid
EMP00015,DATABASE ADMINISTRATION,2017,,active,,4.24,7.63,18.83,8.0,Chennai,Bachelor's,Remote
EMP00307,UI/UX Design,2015,2018,Resigned,Company Restructuring,5.69,7.72,18.74,9.0,NOIDA,Bachelor's,Hybrid
EMP00235,DATABASE ADMINISTRATION,2015,,Working,,6.98,9.59,17.79,9.0,Gurgaon,Bachelor's,Onsite
EMP01151,Data Science,2018,,Y,,5.78,9.95,23.84,7.0,Mumbai,Bachelor's,Remote
EMP01839,Cybersecurity,2021,,Yes,,5.55,8.84,16.21,3.0,Mumbai,Master's,Remote
EMP01825,AI/ML Engineering,2019,,active,,3.49,6.19,10.79,6.0,Bangalore,Master's,Work From Home
EMP00928,Data Science,2023-01-01,2023,0,Retirement,5.84,10.54,29.32,2.0,Delhi,Master's,Remote
EMP00563,DevOps,01/15,,ACTIVE,,5.0,7.26,12.43,9.0,Mumbai,Master's,REMOTE
EMP02185,Cybersecurity,2024,,Yes,,7.17,9.61,21.13,0.0,delhi,Bachelor's,Onsite
EMP00124,UI/UX DESIGN,2019,,Yes,,5.42,9.72,21.69,5.0,Pune,PhD,Onsite
EMP00609,Database Administration,01/18,,active,,4.71,7.76,19.02,7.0,Pune,Bachelor's,Hybrid
EMP00570,UI/UX_Design,2023,,ACTIVE,,8.87,12.83,31.89,2.0,  Delhi  ,Master's,Onsite
EMP02002,Cybersecurity,2020,,active,,6.5,11.54,23.71,4.0,  Bangalore  ,,Onsite
EMP00789,UI/UX Design,2021,2023,N,Career Growth,5.04,7.72,13.88,3.0,Mumbai,Bachelor's,Hybrid
EMP01611,AI/ML Engineering,2018,2018,Exited,career growth,3.84,5.99,17.74,6.0,NOIDA,Bachelor's,Hybrid
EMP00712,Data_Science,2020,,Y,,3.32,6.03,16.51,5.0,Bangalore,,Remote
EMP01928,Business Analysis,2024,,Y,,5.12,0.69,17.98,0.0,  Delhi  ,Bachelor's,Hybrid
EMP01625,  Data Science  ,2021-01-01,,Active,,3.71,6.21,12.58,3.0,Mumbai,PhD,Hybrid
EMP00639,NETWORKING,2022,,Active,,6.84,9.27,16.05,2.0,HYDERABAD,Master's,Remote
EMP00197,cloud computing,2016-01-01,,active,,1.38,2.5,5.12,8.0,NOIDA,Diploma,WFH
EMP01966,AI/ML Engineering,2016,,Y,,5.1,7.84,21.58,9.0,chennai,Bachelor's,Remote
EMP01437,  UI/UX Design  ,2021,,active,,9.58,14.35,27.34,3.0,DELHI,Master's,Onsite
EMP01169,  Database Administration  ,01/15,,active,,7.32,0.53,27.94,9.0,Noida,,Onsite
EMP01134,Networking,2017.0,,Y,,6.55,192.0,21.94,8.0,Delhi,,Work From Home
EMP00946,CLOUD COMPUTING,2022,,Working,,9.38,13.05,28.71,2.0,Mumbai,Master's,onsite
EMP01030,SOFTWARE DEVELOPMENT,2023-01-01,,Working,,9.34,13.94,23.75,2.0,Hyderabad,Bachelor's,Onsite
EMP01716,Networking,01/24,,1,,3.44,5.01,13.3,0.0,Delhi,PhD,Onsite
EMP01757,CLOUD COMPUTING,2019-01-01,2021-01-01,No,  Work-Life Balance  ,6.41,8.92,23.53,5.0,Mumbai,Bachelor's,Remote
EMP01170,UI/UX Design,2015,,ACTIVE,,1.79,2.5,5.73,10.0,PUNE,bachelor's,Onsite
EMP01510,ai/ml engineering,2020.0,,Y,,3.84,6.97,17.49,4.0,DELHI,Master's,Hybrid
EMP00413,Data Science,01/22,,Working,,4.73,6.78,17.04,2.0,Hyderabad,Bachelor's,Onsite
EMP00500,Data Science,2019,,Active,,6.74,10.27,20.44,5.0,chennai,Bachelor's,Hybrid
EMP02095,  Cloud Computing  ,2022,,1,,7.93,11.3,23.02,2.0,Noida,PhD,Work From Home
EMP00358,AI/ML Engineering,01/17,,ACTIVE,,5.29,8.9,15.17,8.0,Chennai,Master's,Onsite
EMP01537,CLOUD COMPUTING,2021.0,2021-01-01,N,  Higher Studies  ,5.03,8.19,22.89,3.0,Noida,Master's,Work From Home
EMP00160,Database Administration,2022,,active,,9.69,14.02,23.94,2.0,Hyderabad,Bachelor's,Hybrid
EMP01422,DATABASE ADMINISTRATION,01/22,01/24,EXITED,Health Reasons,6.84,11.07,30.69,3.0,GURGAON,Master's,Onsite
EMP00502,data science,01/16,,ACTIVE,,1.8,2.5,5.23,9.0,Noida,Master's,Remote
EMP00103,Software Development,2015.0,,Yes,,6.43,9.57,24.46,10.0,mumbai,Master's,Hybrid
EMP00023,,2015,2017-01-01,,Health Reasons,3.89,,11.11,,,,
EMP00181,ui/ux design,2020,2021-01-01,EXITED,  Work-Life Balance  ,4.38,7.59,12.97,5.0,Noida,Master's,Onsite
EMP00780,IT SUPPORT & HELPDESK,2015,,1,,7.51,11.7,20.11,10.0,HYDERABAD,Bachelor's,Hybrid
EMP01044,Software Development,2024,,active,,6.36,10.95,21.8,0.0,Hyderabad,Bachelor's,Onsite
EMP01832,AI/ML Engineering,2020-01-01,2020.0,No,Layoff,7.86,11.78,26.8,4.0,bangalore,PhD,Hybrid
EMP00184,Data Science,2018,,Active,,10.23,13.78,34.19,6.0,  Mumbai  ,Bachelor's,Onsite
EMP00067,devops,2017-01-01,,Y,,2.32,3.83,10.57,8.0,pune,Master's,Hybrid
EMP00363,SOFTWARE DEVELOPMENT,2017,,Active,,4.87,6.66,11.52,7.0,Hyderabad,Bachelor's,Hybrid
EMP00644,Cybersecurity,2024.0,,active,,4.73,7.17,20.87,1.0,  Mumbai  ,Bachelor's,Hybrid
EMP00754,QA & Testing,2018-01-01,,Working,,2.72,4.6,8.81,7.0,NOIDA,Diploma,WFH
EMP01218,Networking,2022.0,,Yes,,2.65,4.12,7.62,3.0,Delhi,Diploma,Remote
EMP01320,Cybersecurity,2021.0,,Y,,7.39,10.61,22.82,3.0,noida,Diploma,Hybrid
EMP00580,ai/ml engineering,2016,,Y,,3.96,5.45,16.17,9.0,Noida,Bachelor's,Onsite
EMP01222,Database Administration,2023,,1,,9.92,14.22,28.71,1.0,Gurgaon,Bachelor's,Onsite
EMP00835,Business Analysis,2018,,Y,,3.62,6.16,17.78,6.0,MUMBAI,Master's,Hybrid
EMP00829,UI/UX Design,2024-01-01,,Working,,4.1,6.84,12.05,0.0,mumbai,,Onsite
EMP01175,BUSINESS ANALYSIS,2022,2023,exited,relocation,7.37,13.26,33.52,2.0,Mumbai,Bachelor's,onsite
EMP00504,Business Analysis,2024,,Active,,5.92,0.79,22.46,0.0,Bangalore,Master's,Onsite
EMP01131,  IT Support & Helpdesk  ,2023,01/24,Resigned,Work-Life Balance,7.29,11.69,27.46,2.0,  Mumbai  ,Bachelor's,Hybrid
EMP01983,cybersecurity,2016-01-01,,ACTIVE,,1.39,2.5,4.26,9.0,Pune,Bachelor's,Remote
EMP01042,Cloud Computing,2021-01-01,2023-01-01,Exited,retirement,3.07,4.49,11.67,3.0,Delhi,Bachelor's,Hybrid
EMP00776,BUSINESS ANALYSIS,2020,2021,No,  Company Restructuring  ,7.22,0.6315000000000001,35.31,4.0,noida,Bachelor's,Onsite
EMP01038,Database_Administration,2018,,Yes,,2.66,4.52,9.03,6.0,DELHI,Bachelor's,Hybrid
EMP00596,QA & Testing,2020,2021,Resigned,Health Reasons,3.62,5.62,15.45,4.0,Bangalore,Master's,Remote
EMP00986,AI/ML Engineering,2022-01-01,,Active,,11.92,19.51,47.73,2.0,Pune,MASTER'S,Hybrid
EMP01702,Networking,2023-01-01,2023,EXITED,higher salary elsewhere,7.87,11.64,29.62,2.0,Noida,Bachelor's,WFH
EMP00464,software development,2024,2024,Exited,Work-Life Balance,3.9,6.93,14.15,1.0,PUNE,MASTER'S,Hybrid
EMP01960,UI/UX Design,2017,,Y,,4.42,5.97,16.26,8.0,noida,Bachelor's,Onsite
EMP00735,Cybersecurity,2022-01-01,2022.0,0,WORK-LIFE BALANCE,8.22,14.3,35.12,2.0,Pune,Master's,Onsite
EMP00314,AI/ML Engineering,2022,,ACTIVE,,7.11,11.34,28.26,2.0,Noida,Bachelor's,Hybrid
EMP00056,Data Science,2015,,Working,,4.03,6.76,15.43,9.0,BANGALORE,Bachelor's,Hybrid
EMP00134,UI/UX Design,2019,,Y,,6.59,10.04,19.01,5.0,noida,Master's,Onsite
EMP00291,networking,2020.0,2022,0,HEALTH REASONS,7.51,11.47,24.07,4.0,  Delhi  ,Bachelor's,Onsite
EMP01654,Networking,2022-01-01,,ACTIVE,,4.84,7.23,15.12,2.0,mumbai,Bachelor's,Hybrid
EMP01696,UI/UX Design,2016,,Working,,7.6,12.17,27.58,8.0,Hyderabad,Master's,Onsite
EMP01693,Cloud Computing,2023,,ACTIVE,,7.97,14.45,29.2,1.0,HYDERABAD,Master's,Remote
EMP01665,QA & TESTING,2020,,active,,4.52,8.2,18.42,4.0,Noida,Bachelor's,Remote
EMP01122,DevOps,2016,,Yes,,2.15,3.17,6.54,9.0,Chennai,MASTER'S,REMOTE
EMP01366,,2020,,,,9.28,,42.24,,,,
EMP01627,CLOUD COMPUTING,2019,,Y,,7.06,10.98,26.42,5.0,Pune,Master's,Onsite
EMP00943,IT Support & Helpdesk,2020,,ACTIVE,,8.7,13.77,40.35,4.0,Chennai,Master's,onsite
EMP00510,UI/UX Design,2015.0,,Yes,,4.86,8.71,26.08,9.0,Gurgaon,bachelor's,Onsite
EMP01711,,01/17,01/22,,  Higher Studies  ,6.22,,24.02,,,,
EMP00040,Cloud Computing,01/20,,Y,,4.83,8.18,14.12,4.0,  Noida  ,Bachelor's,Hybrid
EMP01229,  AI/ML Engineering  ,2024,2024.0,EXITED,Retirement,7.81,13.56,27.7,0.0,Chennai,MASTER'S,Remote
EMP00195,Software Development,2024,,Working,,1.69,2.5,4.3,1.0,BANGALORE,PhD,Onsite
EMP01624,Data Science,2018-01-01,,1,,4.63,8.15,17.58,6.0,noida,Master's,Onsite
EMP01756,Cybersecurity,01/19,,Yes,,3.38,5.24,12.75,5.0,Pune,bachelor's,Remote
EMP00432,Business_Analysis,01/23,2023-01-01,N,  Higher Salary Elsewhere  ,9.38,14.05,32.91,1.0,Chennai,Master's,Remote
EMP01363,Software Development,2023,,Y,,5.85,10.57,25.11,1.0,  Gurgaon  ,Master's,Onsite
EMP00318,,2016,2022,,Work-Life Balance,3.7,,13.36,,,,
EMP00958,Cloud Computing,2024-01-01,,active,,8.7,13.2,36.2,0.0,Chennai,Master's,Onsite
EMP01235,DevOps,2021-01-01,,1,,6.16,10.14,30.02,3.0,NOIDA,Bachelor's,Onsite
EMP02180,CYBERSECURITY,2020-01-01,,Y,,6.48,9.06,17.8,4.0,Bangalore,Master's,Onsite
EMP00088,Networking,2015,,Working,,9.34,13.19,34.31,10.0,Delhi,Bachelor's,Hybrid
EMP02200,Data_Science,01/24,,1,,3.64,5.43,10.4,0.0,Pune,bachelor's,Remote
EMP00177,Business Analysis,01/24,,Yes,,10.81,14.54,37.82,0.0,CHENNAI,Bachelor's,Onsite
EMP01636,Cybersecurity,01/20,,Active,,8.66,12.51,24.77,4.0,Noida,Bachelor's,Onsite
EMP01017,qa & testing,2020,,Yes,,10.69,14.87,33.92,5.0,  Hyderabad  ,Bachelor's,Hybrid
EMP01892,Networking,2017,,Active,,6.89,9.42,24.13,7.0,Hyderabad,MASTER'S,Onsite
EMP01172,QA & Testing,2019,,Y,,1.47,2.5,5.77,5.0,HYDERABAD,Diploma,Remote
EMP00149,Database Administration,2022-01-01,,Working,,5.38,8.98,17.29,2.0,Noida,Master's,Onsite
EMP01722,Business Analysis,2016,,ACTIVE,,2.68,3.68,10.76,8.0,hyderabad,Diploma,Remote
EMP01768,QA & Testing,2015,,Y,,7.22,11.45,28.81,10.0,  Gurgaon  ,Master's,Hybrid
EMP00126,ai/ml engineering,2020,,1,,9.13,1.05,29.57,5.0,  Mumbai  ,bachelor's,Onsite
EMP00683,  DevOps  ,2020,,Yes,,9.97,13.47,39.93,4.0,  Chennai  ,Master's,Hybrid
EMP01417,AI/ML ENGINEERING,2015,,Active,,4.08,7.04,16.85,9.0,Mumbai,Bachelor's,Hybrid
EMP01141,UI/UX Design,2021-01-01,2021.0,0,CAREER GROWTH,10.16,14.85,27.85,4.0,pune,Master's,Onsite
EMP01501,QA & Testing,01/17,,Yes,,7.06,9.46,23.09,7.0,Gurgaon,Master's,Hybrid
EMP01836,Networking,2020,,Working,,10.96,16.59,45.43,4.0,Noida,Master's,Remote
EMP01435,AI/ML Engineering,01/24,2024-01-01,Resigned,Layoff,7.49,10.13,20.47,0.0,Pune,Master's,Remote
EMP00599,Data Science,2021-01-01,2024,Exited,Retirement,12.21,17.42,36.04,3.0,Chennai,PhD,Hybrid
EMP00079,IT SUPPORT & HELPDESK,2020,,Working,,5.73,8.73,22.38,5.0,Bangalore,Bachelor's,Onsite
EMP00641,  Networking  ,2020,,Y,,5.91,10.39,28.7,5.0,Bangalore,Master's,Onsite
EMP01835,Database Administration,01/19,,active,,2.8,4.49,12.52,6.0,  Pune  ,Bachelor's,Onsite
EMP00882,DATABASE ADMINISTRATION,01/20,,active,,10.47,14.3,41.82,4.0,  Chennai  ,Bachelor's,Hybrid
EMP01893,BUSINESS ANALYSIS,2017.0,2017,Left,Company Restructuring,5.56,9.13,16.37,7.0,Gurgaon,Bachelor's,Hybrid
EMP00583,cloud computing,2024,2024,0,Career Switch,11.32,18.29,37.62,0.0,PUNE,PhD,Hybrid
EMP01802,Cybersecurity,2019.0,,Active,,9.73,16.17,46.96,6.0,Pune,Bachelor's,REMOTE
EMP00658,UI/UX Design,2021-01-01,,Working,,5.35,7.37,15.37,3.0,Delhi,Master's,Onsite
EMP00883,database administration,01/16,,1,,6.5,10.11,21.95,8.0,PUNE,Diploma,Work From Home
EMP01459,,2022,,,,9.31,,26.45,,,,
EMP00299,QA & Testing,2019,,active,,8.8,15.92,41.05,5.0,delhi,,Hybrid
EMP01285,  IT Support & Helpdesk  ,2019-01-01,01/19,Exited,CAREER SWITCH,1.67,2.5,4.59,5.0,Gurgaon,Bachelor's,WFH
EMP01961,  Cloud Computing  ,2016,2018,No,Work-Life Balance,5.36,7.42,19.12,8.0,DELHI,PhD,Hybrid
EMP02071,business analysis,2020,,ACTIVE,,5.3,8.35,14.99,4.0,noida,Master's,Hybrid
EMP00447,  Data Science  ,2023,,Yes,,9.79,13.54,39.23,1.0,HYDERABAD,Master's,Onsite
EMP01546,  AI/ML Engineering  ,2015-01-01,,active,,4.88,8.81,23.18,9.0,Hyderabad,Bachelor's,Hybrid
EMP00846,Database Administration,2015,2016,Exited,  Health Reasons  ,9.17,14.22,32.07,9.0,Noida,Bachelor's,Hybrid
EMP02169,DATA SCIENCE,2015,2020,EXITED,Career_Switch,3.88,6.27,18.15,9.0,Chennai,Bachelor's,Work From Home
EMP01769,it support & helpdesk,2020,,ACTIVE,,6.47,9.19,15.64,4.0,Chennai,Bachelor's,Remote
EMP01463,SOFTWARE DEVELOPMENT,2019.0,,Active,,6.09,10.7,30.28,5.0,delhi,Master's,Onsite
EMP00449,  Software Development  ,2020-01-01,,1,,8.97,13.74,36.68,5.0,Chennai,Diploma,Hybrid
EMP00590,CYBERSECURITY,2021,2023,exited,Health Reasons,7.38,12.13,23.86,3.0,  Pune  ,Master's,WFH
EMP01616,  Data Science  ,2021,,Yes,,1.6,2.5,4.61,3.0,Delhi,Bachelor's,Onsite
EMP00574,,2022-01-01,,,,11.15,,40.13,,,,
EMP00951,Database Administration,2020.0,,Working,,11.56,16.71,33.02,4.0,Pune,Master's,Hybrid
EMP00911,DevOps,2022,,ACTIVE,,11.41,16.18,32.62,2.0,Gurgaon,Bachelor's,onsite
EMP01418,database administration,2022,,ACTIVE,,6.61,10.16,19.47,2.0,Chennai,bachelor's,REMOTE
EMP02193,IT Support & Helpdesk,2016,2022,EXITED,Health Reasons,10.94,15.91,37.0,8.0,Noida,Master's,Onsite
EMP01378,SOFTWARE DEVELOPMENT,2015-01-01,,1,,4.2,6.77,14.87,9.0,Hyderabad,Master's,Hybrid
EMP00249,  UI/UX Design  ,2019-01-01,2019,Exited,Retirement,4.93,0.73,17.25,5.0,Chennai,Master's,Hybrid
EMP00167,UI/UX Design,2021,,Active,,4.78,7.01,16.61,4.0,delhi,Master's,Hybrid
EMP00768,DEVOPS,2019,,active,,4.97,8.99,26.38,5.0,Noida,Diploma,WFH
EMP01976,Database Administration,2024,,active,,6.47,11.14,22.69,0.0,BANGALORE,Master's,Hybrid
EMP01404,Database Administration,2018.0,,ACTIVE,,8.97,13.43,22.88,6.0,Chennai,Master's,Onsite
EMP00952,AI/ML Engineering,2022,,Active,,4.38,7.94,20.96,2.0,Pune,Bachelor's,onsite
EMP01692,  Cybersecurity  ,2021,,ACTIVE,,5.06,8.97,23.01,3.0,GURGAON,PhD,Onsite
EMP01628,UI/UX Design,2024-01-01,,Active,,6.72,11.48,27.05,0.0,Bangalore,Diploma,Hybrid
EMP00430,DATA SCIENCE,2023,,active,,6.65,0.74,17.6,1.0,Pune,Bachelor's,Remote
EMP01047,data science,2023,,Active,,7.35,10.09,19.48,1.0,Gurgaon,Diploma,Onsite
EMP00962,Data Science,2017,,Yes,,6.02,10.11,17.6,7.0,Bangalore,Master's,Remote
EMP01697,IT Support & Helpdesk,2023,,active,,4.33,5.94,12.56,2.0,BANGALORE,Diploma,Remote
EMP01436,BUSINESS ANALYSIS,2022,,Working,,12.04,17.06,42.75,3.0,NOIDA,Bachelor's,Hybrid
EMP00724,AI/ML Engineering,2022-01-01,,1,,6.33,10.53,22.99,3.0,delhi,Bachelor's,Hybrid
EMP01680,data science,2022,2024,exited,Retirement,9.22,12.55,23.44,2.0,pune,bachelor's,onsite
EMP01142,UI/UX Design,2019,2024-01-01,Exited,layoff,6.55,8.83,24.32,5.0,  Chennai  ,Master's,REMOTE
EMP00729,QA & Testing,01/17,,active,,6.11,8.25,21.95,7.0,Chennai,MASTER'S,Onsite
EMP00350,Networking,2019-01-01,,ACTIVE,,3.63,6.25,15.84,5.0,pune,Bachelor's,onsite
EMP02116,Software Development,2018,,1,,5.87,9.29,18.94,6.0,Noida,Master's,Hybrid
EMP00924,Business Analysis,01/17,,Yes,,5.44,7.38,14.99,8.0,Noida,bachelor's,Remote
EMP00653,Database Administration,01/16,,Active,,3.42,5.95,15.0,9.0,delhi,Diploma,Hybrid
EMP00429,IT SUPPORT & HELPDESK,2015,,active,,3.42,5.27,12.32,9.0,  Noida  ,Bachelor's,Onsite
EMP01188,NETWORKING,2016,,ACTIVE,,1.76,2.5,6.43,8.0,Chennai,bachelor's,Onsite
EMP01944,IT Support & Helpdesk,2023,,Yes,,9.06,12.13,24.32,2.0,Pune,Bachelor's,Hybrid
EMP00321,networking,2024.0,2024,EXITED,Retirement,8.13,13.25,29.01,0.0,Chennai,Bachelor's,Hybrid
EMP00381,Business Analysis,2016,2024,exited,Layoff,6.93,12.01,33.24,8.0,Chennai,Diploma,Onsite
EMP00512,UI/UX Design,2023,2023-01-01,0,Higher Salary Elsewhere,1.85,3.28,6.2,1.0,DELHI,Bachelor's,WFH
EMP01525,IT Support & Helpdesk,2019,01/22,Exited,  Career Growth  ,8.96,13.94,38.02,5.0,  Noida  ,PhD,REMOTE
EMP00367,,2018,,,,6.73,,18.83,,,,
EMP02128,DEVOPS,2016,2024-01-01,Resigned,HIGHER SALARY ELSEWHERE,5.26,0.40850000000000003,20.13,9.0,Gurgaon,Bachelor's,WFH
EMP01897,CLOUD COMPUTING,01/17,,1,,1.65,2.64,4.86,7.0,Gurgaon,Master's,Onsite
EMP01384,AI/ML Engineering,2024-01-01,2024,No,Layoff,5.33,9.57,20.12,0.0,CHENNAI,Bachelor's,Onsite
EMP01074,cybersecurity,01/23,,1,,7.73,10.58,19.4,2.0,HYDERABAD,Diploma,Hybrid
EMP00873,UI/UX DESIGN,01/21,2024,EXITED,Work-Life Balance,5.1,6.9,18.32,3.0,Chennai,Bachelor's,onsite
EMP00537,UI/UX DESIGN,2017.0,,Working,,9.98,14.05,24.09,7.0,DELHI,Diploma,Onsite
EMP01190,IT Support & Helpdesk,2016,01/19,N,Work-Life Balance,2.02,3.46,9.83,8.0,CHENNAI,,REMOTE
EMP01372,SOFTWARE DEVELOPMENT,2018-01-01,,Yes,,5.72,9.74,24.33,7.0,noida,bachelor's,Hybrid
EMP00823,Networking,01/15,,Working,,7.24,11.02,27.28,9.0,gurgaon,Bachelor's,Work From Home
EMP00140,  AI/ML Engineering  ,2015,2022,Resigned,Health Reasons,5.79,9.49,22.76,10.0,pune,Bachelor's,REMOTE
EMP01852,UI/UX Design,2023,,active,,9.99,13.99,30.74,1.0,Delhi,Diploma,Hybrid
EMP01834,Networking,2023.0,,Active,,8.16,12.27,35.57,1.0,Pune,Bachelor's,Onsite
EMP01365,,01/21,2022,,Career Growth,3.59,,11.06,,,,
EMP01640,QA & Testing,2015-01-01,,Active,,10.83,14.69,42.53,9.0,Gurgaon,Master's,Hybrid
EMP01502,devops,2018,,Active,,4.89,6.64,17.27,6.0,Hyderabad,,Remote
EMP00335,qa & testing,2024,,Yes,,6.98,11.99,31.7,0.0,Hyderabad,Master's,Onsite
EMP00627,Cloud Computing,2020-01-01,,ACTIVE,,3.98,6.49,15.43,4.0,Delhi,Master's,Hybrid
EMP01727,IT Support & Helpdesk,01/24,2024,Exited,Career Switch,7.62,12.01,20.96,0.0,pune,,Remote
EMP01293,business analysis,2017-01-01,,Yes,,1.86,2.5,4.57,7.0,Pune,Bachelor's,Hybrid
EMP00188,BUSINESS ANALYSIS,2019,,Y,,9.04,12.12,27.74,5.0,Mumbai,Bachelor's,Hybrid
EMP01333,CLOUD COMPUTING,01/21,,Working,,8.79,14.88,35.62,3.0,DELHI,Bachelor's,Remote
EMP01337,Database Administration,2020,01/20,N,Career Switch,4.91,6.57,14.93,5.0,Noida,Bachelor's,Hybrid
EMP01644,Networking,2015,,Active,,1.47,2.5,4.6,9.0,GURGAON,Master's,Onsite
EMP00388,database administration,01/23,,Working,,6.91,9.7,28.73,1.0,Noida,MASTER'S,WFH
EMP00250,QA & Testing,2015,2022,0,Career Growth,1.43,2.5,4.75,9.0,Chennai,Diploma,Remote
EMP01993,BUSINESS ANALYSIS,01/19,,Y,,3.68,5.01,11.85,5.0,NOIDA,Master's,Hybrid
EMP01398,Networking,2018,,Active,,2.57,4.18,8.39,7.0,Mumbai,Bachelor's,Remote
EMP00681,IT Support & Helpdesk,2023,2023,Left,  Company Restructuring  ,4.27,7.7,17.79,1.0,Gurgaon,Diploma,Work From Home
EMP00955,Cloud Computing,2015,2015.0,Left,HEALTH REASONS,4.87,8.32,16.06,9.0,Gurgaon,Master's,Hybrid
EMP02184,Cybersecurity,01/24,,Active,,4.95,7.1,13.49,0.0,Gurgaon,Master's,Onsite
EMP01125,Networking,2021-01-01,,1,,4.31,6.18,12.02,3.0,Hyderabad,Bachelor's,Onsite
EMP01560,QA & TESTING,2016,,Yes,,7.06,9.55,21.97,8.0,CHENNAI,Bachelor's,Hybrid
EMP01475,DevOps,2022-01-01,2024.0,Left,work-life balance,10.46,14.01,30.57,3.0,chennai,Master's,Onsite
EMP01666,QA & Testing,2020-01-01,01/21,Left,  Health Reasons  ,1.49,2.5,6.38,4.0,pune,MASTER'S,Onsite
EMP00909,,2015,,,,1.74,,7.08,,,,
EMP01279,DATA SCIENCE,2023,,Working,,8.74,14.84,31.78,1.0,Pune,Bachelor's,Onsite
EMP01217,  Database Administration  ,2015,,Active,,5.32,8.29,15.93,9.0,Chennai,bachelor's,Onsite
